#sample,chr,startpos,endpos,BAF,pval,LogR,ntot,nMaj1_A,nMin1_A,frac1_A,nMaj2_A,nMin2_A,frac2_A,SDfrac_A,SDfrac_A_BS,frac1_A_0.025,frac1_A_0.975,frac1_A_corrected_for_purity,frac2_A_corrected_for_purity,,
A22-i,6,120735318,122354251,0.695590216,1,0.508950847,4.722830206,3,1,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,6,122354545,128530307,0.500670422,1,0.422617276,4.391858784,2,2,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,6,128540940,138818837,0.824408635,9.90E-17,-0.35742879,2.150350288,2,0,0.957714162,2,1,0.042285838,0.005149069,0.005026704,0.948336622,0.967250932,0.643583917,0.028416083,,
A22-i,6,138820724,145057341,0.62813506,1,0.056649218,3.189387291,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,6,145062594,146080679,0.501927929,1,-0.256642992,2.376497714,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,6,146081369,170916550,0.623700252,1,0.019650003,3.083943842,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,7,37445,43904219,0.622691328,1,0.037415914,3.134237187,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,7,43905719,159122682,0.504009568,1,0.354451597,4.144174932,2,2,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,8,155757,47119836,0.833274557,1,-0.360370187,2.143984601,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,8,47120040,47212791,0.575025722,1,0.123583979,3.387152313,3,2,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,8,47216236,47378516,0.837950831,1,-0.466265248,1.951110044,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,8,47378797,49469523,0.50846756,1,0.382759367,4.245613928,2,2,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,8,49481503,132941814,0.619512723,1,0.134222274,3.419437829,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,8,132942099,133326153,0.82616013,1,-0.369210632,2.124930303,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,8,133329296,139370480,0.621613308,1,0.066638394,3.21832194,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,8,139374026,140661285,0.823785369,1.09E-05,-0.374203458,2.114220472,2,0,0.955431265,2,1,0.044568735,0.01022587,0.010285359,0.932895459,0.973660371,0.64204981,0.02995019,,
A22-i,8,140665076,141119151,0.612067596,0.018987497,-0.144295261,2.647927705,1,1,0.140548164,2,1,0.859451836,0.057424877,0.058397052,0.030512591,0.251047726,0.094448366,0.577551634,,
A22-i,8,141119901,146300622,0.821584038,4.40E-17,-0.56007411,1.753766214,1,0,0.242490585,2,0,0.757509415,0.026377761,0.026670381,0.192546816,0.294926109,0.162953673,0.509046327,,
A22-i,9,10469,106027495,0.613453935,0,0.076575986,3.247306649,2,1,0.920104205,2,2,0.079895795,0.002141702,0.002170724,0.915588603,0.924442082,0.618310026,0.053689974,,
A22-i,9,106028952,108423667,0.576862998,1.92E-127,0.086710344,3.277071601,2,1,0.662893938,2,2,0.337106062,0.014523388,0.014461722,0.635165222,0.693844717,0.445464726,0.226535274,,
A22-i,9,108423939,141099663,0.612852046,1.96E-122,-0.020043446,2.973788814,1,1,0.132778543,2,1,0.867221457,0.005419093,0.005500832,0.121853752,0.143706702,0.089227181,0.582772819,,
A22-i,10,77582,28544793,0.832585094,1,-0.392182999,2.075959166,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,10,28560610,30691503,0.622693054,1,-0.001373938,3.025221982,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,10,30696503,31936553,0.564065178,5.64E-45,0.016189195,3.074218543,2,1,0.565056867,2,2,0.434943133,0.032497022,0.032707876,0.498002485,0.624843358,0.379718215,0.292281785,,
A22-i,10,31937548,34247084,0.833893922,1,-0.398775576,2.062048898,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,10,34247385,34480923,0.598041934,0.11226641,0.129666145,3.40558156,3,2,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,10,34498398,34894899,0.832636533,1,-0.392707709,2.074849705,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,10,34958841,35798191,0.608218322,0.000993491,-0.02408137,2.962751895,1,1,0.178222553,2,1,0.821777447,0.051022668,0.048798331,0.083558189,0.274505071,0.119765556,0.552234444,,
A22-i,10,35799195,37169295,0.503903115,1,0.376806479,4.224116569,2,2,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,10,37170407,38019644,0.628218734,1,0.087762913,3.280175035,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,10,38020337,66692350,0.506609298,1,0.3736583,4.212783524,2,2,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,10,66694248,106455820,0.628275553,1,-0.008867071,3.00449894,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,10,106456393,135498976,0.505105831,1,-0.425752047,2.005786442,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,11,175241,30327162,0.622728875,1,0.037085689,3.133296696,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,11,30329232,30683687,0.832590063,1,-0.341019442,2.186102075,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,11,30685685,49210524,0.624889153,1,0.06167234,3.203912225,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,11,49214048,50782510,0.728275995,1.07E-51,0.581256389,5.01567708,4,1,0.813210387,4,2,0.186789613,0.01242936,0.01224093,0.788918521,0.836344379,0.54647738,0.12552262,,
A22-i,11,50782777,55134153,0.621600998,1,0.090992121,3.289710292,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,11,55134657,55649712,0.720540717,2.04E-07,0.615435651,5.159300065,4,1,0.747060459,4,2,0.252939541,0.031990226,0.032639081,0.678282819,0.806745639,0.502024628,0.169975372,,
A22-i,11,55652963,56677622,0.619685318,1,0.135593423,3.423616393,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,11,56690060,129628280,0.501649146,1,-0.378801492,2.104390214,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,11,129629001,134944160,0.622082512,1,0.047897135,3.16420015,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,12,93879,32403623,0.832030983,1,-0.387191025,2.086534548,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,12,32440243,32779690,0.542838694,8.78E-13,0.236447291,3.742116592,2,1,0.392613143,2,2,0.607386857,0.046189679,0.04695378,0.298639677,0.48419662,0.263836032,0.408163968,,
A22-i,12,32779938,34828307,0.826311698,1,-0.362736088,2.138873797,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,12,37857819,72323414,0.622892206,1,0.050093672,3.17050709,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,12,72513196,104014473,0.50068124,1,0.415379308,4.365000443,2,2,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,12,104015249,106095797,0.625072897,1,0.023936596,3.096022087,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,12,106095906,106438975,0.504371094,1,0.356451944,4.151277868,2,2,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,12,106439724,108951757,0.624969607,1,0.023303063,3.094234736,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,12,108951814,110993791,0.568549931,6.45E-08,0.539999051,4.846783641,2,2,0.209547296,3,2,0.790452704,0.037008441,0.036730629,0.135871805,0.278989863,0.140815783,0.531184217,,
A22-i,12,110998213,122605297,0.692875663,1,0.309689784,3.987781201,3,1,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,12,122622637,126158657,0.61757454,1,-0.115639456,2.720609676,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,12,126158715,129223695,0.504570879,1,-0.345042662,2.17729884,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,12,129238314,129888822,0.619304661,1,-0.04828692,2.897234209,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,12,129889867,130346256,0.504059496,1,-0.361575167,2.141380565,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,12,130358919,133839206,0.698252305,1,0.235122401,3.73778658,3,1,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,13,19020917,31774060,0.505070573,1,-0.387433946,2.086019079,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,13,31775774,49663440,0.750661238,1,-0.963472975,1.078316826,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,13,49663915,71883936,0.502034927,1,-0.29937575,2.278679742,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,13,71885336,78787548,0.617902069,1,0.062445172,3.206151448,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,13,78789272,115109852,0.698042648,1,0.396533526,4.295697238,3,1,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,14,19083154,31708029,0.821710517,1.67E-51,-0.324850055,2.221731063,2,0,0.947806552,2,1,0.052193448,0.003493967,0.003488716,0.940791469,0.954686271,0.636926003,0.035073997,,
A22-i,14,31709503,32022830,0.696317159,0.000936121,-0.366705568,2.130317756,2,0,0.402654058,2,1,0.597345942,0.087114776,0.090328936,0.203974717,0.560550324,0.270583527,0.401416473,,
A22-i,14,32023559,107289436,0.820292736,0,-0.361713487,2.141081785,2,0,0.942574273,2,1,0.057425727,0.001498055,0.001560167,0.939435249,0.94556294,0.633409911,0.038590089,,
A22-i,15,20001861,33462495,0.510052555,3.51E-26,0.359402604,4.161773223,2,2,0.897923354,3,2,0.102076646,0.009807707,0.009685053,0.880160657,0.917713394,0.603404494,0.068595506,,
A22-i,15,33463968,34037447,0.837778823,1,-0.344941173,2.177520606,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,15,34038737,58499084,0.621437043,1,0.035322894,3.128279842,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,15,58499503,102505693,0.599716449,0,-0.074499773,2.827512176,1,1,0.258866222,2,1,0.741133778,0.004460729,0.00444487,0.249617014,0.267176958,0.173958101,0.498041899,,
A22-i,16,83802,32215895,0.893777461,1,0.312083792,3.996023396,4,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,16,32257485,32902625,0.541989782,0.48877534,0.666394874,5.379852119,3,2,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,16,32928490,51558717,0.834613679,1,-0.358835872,2.147303504,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,16,51559464,90292766,0.753155271,1,-1.019574556,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,17,828,2363970,0.506394954,1,-0.547462452,1.764627079,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,17,2370598,7551842,0.868797701,1,-0.045908271,2.903623955,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,17,7554772,8294959,0.752746528,1,-1.141259983,0.888936061,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,17,8295100,17234181,0.625840403,1,0.012671524,3.064357332,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,17,17245906,19777035,0.834824267,1,-0.504546108,1.878690655,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,17,19799630,81152877,0.623466645,1,-0.029519594,2.947936248,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,18,12007,40231502,0.504022665,1,-0.358010947,2.149089371,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,18,40233434,43600271,0.735251724,2.22E-18,-0.953310567,1.092832055,1,0,0.951906536,1,1,0.048093464,0.005596634,0.005375452,0.941290438,0.962043722,0.639681192,0.032318808,,
A22-i,18,43601486,78002730,0.503445829,1,-0.367790028,2.127984341,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,19,108003,24573688,0.619280458,1,-0.105011154,2.747936215,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,19,27741900,59097308,0.50475863,1,-0.479250088,1.897274537,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,20,68749,29643839,0.751151563,1,-0.976948871,1.059225872,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,20,29804073,30152281,0.854631127,2.63E-05,-0.126314912,2.693363806,2,0,0.621285552,3,0,0.378714448,0.100091896,0.100365447,0.423462714,0.807370623,0.417503891,0.254496109,,
A22-i,20,30154237,62955706,0.679979816,0,0.214358183,3.670441806,2,1,0.326814937,3,1,0.673185063,0.007518104,0.007634375,0.311280836,0.341997392,0.219619638,0.452380362,,
A22-i,21,9412503,18817528,0.556202017,1.97E-58,0.21863213,3.684224427,2,1,0.502711423,2,2,0.497288577,0.01341115,0.013207246,0.478408712,0.529327407,0.337822076,0.334177924,,
A22-i,21,18820756,25431181,0.800574052,3.68E-211,-0.585307383,1.693693425,1,0,0.530374416,2,0,0.469625584,0.013463129,0.013599124,0.50496769,0.558805016,0.356411608,0.315588392,,
A22-i,21,25439649,36930777,0.560545759,1.78E-187,0.21761733,3.680948205,2,1,0.537368329,2,2,0.462631671,0.006113823,0.005889799,0.526109287,0.549955323,0.361111517,0.310888483,,
A22-i,21,36937888,41608372,0.502389214,1,0.336044887,4.079275604,2,2,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,21,41610796,41787939,0.830481828,1,-0.355578486,2.154361318,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,21,41789960,42251261,0.507800558,1,0.40073181,4.311057667,2,2,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,21,42261858,45079245,0.86300623,1.95E-20,-0.244310572,2.439720667,2,0,0.416252061,3,0,0.583747939,0.039853184,0.040208308,0.33596153,0.497757463,0.279721385,0.392278615,,
A22-i,21,45082365,48101335,0.641014483,4.90E-22,0.333042815,4.068769059,3,1,0.534421235,3,2,0.465578765,0.013267469,0.013233158,0.509318433,0.560923174,0.35913107,0.31286893,,
A22-i,22,16052513,29300306,0.503156536,1,-0.479913141,1.89595473,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,22,29305061,31218133,0.584922942,3.50E-25,-0.077237693,2.820302545,1,1,0.39131325,2,1,0.60868675,0.033067235,0.032311219,0.325136445,0.455249822,0.262962504,0.409037496,,
A22-i,22,31220604,51222766,0.503076185,1,-0.50034469,1.855581598,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,2699450,2993984,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,2994427,2997574,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,2997710,25132436,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,25132497,25132601,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,25132699,27031152,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,27031367,27031661,NA,NA,NA,5,5,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,27031744,27475490,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,27475530,27477138,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,27477393,30231854,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,30231929,30235864,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,30236048,45363092,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,45363196,45364290,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,45364415,50861600,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,50861995,50863034,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,50863057,54666288,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,54666714,58279737,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,58279748,58311684,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,58311790,64729478,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,64729642,64972348,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,64972416,65195087,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,65195211,65195343,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,65195688,66766017,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,66766127,66766811,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,66766984,67845560,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,67845762,68535173,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,68535397,70269755,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,70269914,70891970,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,70892298,71213881,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,71214260,71661572,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,71662200,72286805,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,72287004,72289952,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,72290066,73061901,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,73062018,73846949,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,73847002,79846157,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,79846195,79847038,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,79847709,83092957,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,83094101,83095924,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,83095989,91784066,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,91784153,92102036,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,92103978,100993019,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,100993190,100994323,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,100994617,106682310,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,106682354,107035991,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,107036223,108837413,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,108837564,109563442,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,109563582,111325406,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,111325449,111326672,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,111327153,112186968,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,112187202,112187440,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,112187476,114637361,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,114637419,114637494,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,114637779,114639087,NA,NA,NA,5,5,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,114639108,115089305,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,115089474,116528653,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,116528680,116529597,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,116529650,117413111,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,117413573,118936662,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,118936703,119764479,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,119764694,119765513,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,119765540,122688062,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,122688193,123267949,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,123268021,128727781,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,128727815,129263625,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,129263668,133496847,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,133496946,134146034,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,134146477,138799801,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,138799892,139179979,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,139180165,148528114,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,148528429,148643839,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,148644060,149313435,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,149313596,150172476,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,150172698,150842210,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,150842288,150938865,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,150938937,151989788,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,151990184,152167756,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,152167879,152553627,NA,NA,NA,3,3,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,152553896,152555966,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,152556864,153034820,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,153034877,153041902,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-i,X,153042434,153888832,NA,NA,NA,2,2,0,1,NA,NA,NA,NA,NA,NA,NA,0.672,NA,,
A22-j,1,54676,8501786,0.788984306,1,-0.506867783,1.925613152,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.798,NA,,
A22-j,1,8503379,9670483,0.503246594,1,-2.880813456,0.02,0,0,1,NA,NA,NA,NA,NA,NA,NA,0.798,NA,,
A22-j,1,9676849,12849505,0.807763735,1,-0.487050826,1.961631989,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.798,NA,,
A22-j,1,12851566,12899057,0.50747823,1,-0.104589881,2.763118596,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.798,NA,,
A22-j,1,12918013,28430049,0.805732525,1,-0.480698554,1.973282839,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.798,NA,,
A22-j,1,28430757,35355381,0.642841769,1,0.005524439,3.036096413,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.798,NA,,
A22-j,1,35360861,36193919,0.54681162,3.21E-13,0.001362235,3.025394806,2,1,0.400529408,2,2,0.599470592,0.049187524,0.048701921,0.307319167,0.493465474,0.319622468,0.478377532,,
A22-j,1,36194819,53011697,0.640744272,1,0.003711902,3.031432333,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.798,NA,,
A22-j,1,53015956,64094780,0.793166866,1,-0.81515616,1.424555512,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.798,NA,,
A22-j,1,64105056,65071910,0.501342497,1,-0.463058754,2.005906726,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.798,NA,,
A22-j,1,65152364,65294703,0.810316727,0.114875596,-1.225881076,0.952696063,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.798,NA,,
A22-j,1,65299088,92390758,0.501278409,1,-0.454941155,2.021054346,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.798,NA,,
A22-j,1,92398969,112464376,0.63956409,1,0.035306088,3.113576669,2,1,1,NA,NA,NA,NA,NA,NA,NA,0.798,NA,,
A22-j,1,112468814,113714823,0.784603243,0.242873049,-0.480400959,1.973829925,1,0,1,NA,NA,NA,NA,NA,NA,NA,0.798,NA,,
A22-j,1,113715350,114141775,0.533006848,2.19E-13,0.296873032,3.867391088,2,1,0.289727509,2,2,0.710272491,0.035377981,0.033843357,0.218445233,0.357094372,0.231202552,0.566797448,,
